song_id,label,artist_id,fold
477949422,car	chill	club	dance	gym	night	party	running	summer	work,161669,3
69038882,club	dance	party,163441,2
877530,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,3134,2
350428781,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,3839,1
386287471,car	chill	club	dance	gym	night	party	running	summer	work	workout,518960,2
124600540,chill	club	dance	gym	happy	party	relax	running	summer	work,4768753,3
64067062,chill	club	dance	gym	night	party	running	summer	workout,593,1
17806787,car	chill	club	dance	gym	party	running	summer	work	workout,5828,1
63534222,club	dance	gym	night	party	running,5830,2
417435662,club,89192,0
3362426,club	dance	party	running	work,11349,0
576425,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,16003,2
373885931,chill	club	dance	party	summer,1018038,1
124898446,car	chill	club	dance	gym	happy	party	relax	running	summer	work	workout,1676038,3
109739422,car	chill	club	dance	gym	night	party	running	sleep	summer	work	workout,2046,2
124349472,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,4534357,1
13132580,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,12178,2
355955421,club	dance	gym	party	work	workout,15667,2
5639255,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work,75001,2
88273947,car	chill	club	dance	gym	night	party	relax	running	sleep	summer	work	workout,6786775,1
107346376,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,293585,1
2547246,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,7906,0
552413,car	club	dance	night	party,3868,0
522858992,car	chill	club	dance	gym	happy	party	summer	workout,10683005,2
100311332,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,293585,1
6922865,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,369408,0
1103330,club	dance	party,5617,1
886322,car	chill	club	dance	gym	happy	night	party	running,26,1
17347880,club	dance	gym,3182,0
1077176,chill	club	dance	happy	night	party	relax	running	summer,47,1
97342132,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4732999,2
621996012,chill	club	night	relax	summer	work,12657975,2
39544381,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,102,2
492501822,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,324922,3
2843911,chill	club	dance	night	running	summer	work,145027,1
4694989,chill	club	dance	gym	happy	night	party	relax	running	summer	workout,310264,3
81768004,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,776,0
545820692,chill	club	dance	party	summer	work	workout,4989034,3
685982,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,2542,3
3135560,chill	club	dance	happy	night	party	running	summer,27,1
104454982,club	dance,3217321,1
3560758,chill	club	dance	night	party	running,246608,3
97231128,car	chill	club	dance	gym	night	party	running	summer	work	workout,4729275,1
74592338,club	dance	gym	party	work	workout,1353625,0
3122976,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,986,0
75244200,club	dance	happy	night	party	summer,734,3
84791027,club	dance	gym	party	running	work	workout,666244,2
554446,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,625,1
24778071,car	club	dance	gym	night	party	running	summer	work,3729,2
127602783,chill	club	dance	party,10620205,3
406731382,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,1598546,3
71067960,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,169361,0
72717421,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work,4429712,1
481137942,car	chill	club	dance	happy	party	running	summer	workout,7988922,0
33305211,club	dance,11730,3
132270322,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,563882,2
877650,chill	club	dance	relax	running,114,2
467205232,chill	club	sad	sleep	summer,4133659,3
46307001,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,4675,1
77645763,car	chill	club	dance	gym	night	party	relax	running	summer	work	workout,4445699,2
7624158,club	dance	gym	night	party	summer,542,1
3113471,chill	club	dance	gym	night	party	running	summer	work,3396,2
7736794,car	chill	club	dance	gym	night	party	running	work	workout,525457,0
3428967,club	dance	gym	night	party	running	summer	work	workout,27,1
541879,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,216,3
98127272,car	chill	club	dance	gym	night	party	running	summer	work	workout,196045,3
70540905,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,1846,3
572533922,chill	club	dance	party,5388007,2
1016626,club	dance	gym	happy	night	party	running	summer	workout,5002,2
95515372,club	party	work,1754,2
98571426,club	dance	party,245676,2
11282846,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,75491,0
134951438,car	chill	club	dance	gym	happy	night	party	relax	running	summer	workout,4494623,3
6908333,club	dance	night	party	running	summer,662162,3
364957511,club	dance	happy	party	summer,1350399,0
392924472,car	club	dance	party,13057737,1
357749271,chill	club	dance	party	relax	summer,7521174,3
133459588,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,1424602,2
72521604,club	dance	gym	party	summer,90516,0
140954389,club	dance,1657517,3
65003952,club	dance	night	party,1028124,2
809686,club	dance,2046,2
830571,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,191,2
64920076,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,13358,0
80133270,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,542,1
60901415,club	dance	party	summer,379167,3
14479400,chill	club	dance	happy	night	party	running	summer	work,166717,3
88990491,club	dance,306898,3
59594181,club	dance	gym	party,874472,1
80984316,club	dance	summer,4104899,0
3819908,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,117,3
346062171,car	chill	club	dance	gym	night	party	running	summer	work,10877382,3
79664110,club	dance	night	party	running	summer,79351,1
65039788,car	chill	club	dance	gym	party	running	summer	work	workout,368033,0
54936621,club	dance,2144991,3
69879254,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,310260,0
1738929,car	chill	club	dance	gym	night	party	running	summer	work	workout,101408,3
106008174,chill	club	dance	gym	night	party	running	summer	work	workout,293585,1
76494590,car	chill	club	dance	gym	happy	party	running,70667,1
87397289,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,1321900,0
71683706,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work,5282821,1
17606179,car	club	dance	gym	party	work	workout,11906,2
2459887,car	chill	club	dance	gym	happy	night	party	running	summer,601,2
80870200,chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,3559721,2
134948092,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,1462230,0
125890431,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer,1191615,2
1572694,chill	club	dance	gym	happy	night	party	running	summer,2046,2
431467532,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,5111084,0
65444727,club	dance,4540481,3
351485811,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,5962948,2
402757482,car	chill	club	dance	gym	happy	night	party	running	summer,47,1
77380170,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,249599,0
588701,club	dance	night	party,789394,2
910262,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,166,1
100733046,club	dance	gym	party	running	summer,262271,2
594917,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,8202,1
4096754,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,6346,1
942339,car	chill	club	dance	happy	night	party	relax	running	sleep	summer	work,366,0
14598712,club	dance	gym	party	summer,449020,3
36872501,club	dance	happy	party	summer,91948,3
6588202,club	dance	party	summer	workout,407188,2
365150151,club	dance	summer,5287184,1
543131842,car	chill	club	dance	gym	happy	party	running	summer	work	workout,6707,2
99466768,club	dance	party,14401983,1
4198565,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,641,2
118844588,club	dance	gym	night	party,2968101,2
3156285,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,2224,1
910223,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,2588,2
72795483,car	chill	club	dance	gym	happy	night	party	running	sad	summer	work	workout,10226,3
73398518,club	dance	gym	night	party,2597,0
12076558,car	chill	club	dance	gym	night	party	running	summer,66209,3
73943281,chill	club	dance	gym	party	running	workout,1671767,0
6426474,chill	club	dance	party	summer,9151,2
907020,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work,14015,0
351966481,car	chill	club	night	running	summer	workout,5542343,0
90563095,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,339209,3
113532102,club	dance	gym	party	workout,10620,0
13141454,car	chill	club	dance	gym	night	party	running	workout,3852,0
75124636,club	dance	gym	night	party,869216,0
137234202,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,882,3
398364872,chill	club	dance	gym	party	running,5254467,2
81797184,car	club	dance	gym	happy	night	party	running	summer,152369,0
14518846,chill	club	dance	gym	happy	night	party	running	summer	work,293585,1
72160314,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,13,2
463026312,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work,1679838,1
387610251,car	chill	club	dance	gym	happy	night	party	relax	sad	sleep	summer	work	workout,11420468,0
87543293,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,5245171,1
538381872,car	chill	club	dance	gym	happy	night	party	relax	running	summer	workout,11682023,0
3098841,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,892,0
90563079,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,339209,3
449169152,club	dance,1387026,3
116348598,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work,1,3
4300032,chill	club	dance	gym	happy	night	party	relax	running	summer,6167,1
75340577,chill	club	dance	summer	workout,97123,0
508546412,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work,157,0
133732042,chill	club	dance	party,9299302,3
2317833,club	dance	party,724,3
43053821,chill	club	dance	party	running,465565,0
722589,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work,2945,0
4670273,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,564,0
136235484,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,483,3
68861113,car	chill	club	dance	gym	night	party	running	summer	work	workout,1309,3
415314762,club	dance	gym	party	workout,862972,0
4290198,club	dance	party	running,126,2
63179744,club	dance,134973,2
349782171,chill	club	dance	party	summer,4053332,2
107684606,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,102,2
2523761,car	chill	club	dance	gym	happy	night	party	relax	sleep	summer	work	workout,2386,2
1166561,club	dance	night	party	running,157,0
95505402,chill	club	dance	happy	party	summer	workout,882996,1
101602960,chill	club	dance	gym	happy	party	relax	running	summer	workout,3265001,1
1015332,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,73,3
109734566,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4085529,0
412604712,car	chill	club	dance	gym	night	party	running	summer	work	workout,58175,0
403738192,chill	club	dance	gym	party	running	workout,176857,2
4287265,chill	club	dance	night	party	relax	running	sad	sleep,1060,0
125969379,chill	club	dance	night	party	relax	running	sleep	summer	work,4777395,3
1095677,club,16022,1
12744084,chill	club	dance	gym	night	party	running	summer	work	workout,210977,2
7270086,club	dance	gym	happy	night	party	running	summer	workout,206444,2
120791736,car	chill	club	dance	night	party	summer,1435566,2
13789085,car	chill	club	dance	happy	night	party	relax	running	sad	sleep	summer	work	workout,259467,3
14279010,club	dance,129230,3
4300234,chill	club	dance	happy	night	party	relax,2653,3
859893,chill	club	dance	party	workout,3802,2
100197450,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,4974921,3
429975052,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4803754,0
81670578,club,14395,2
66589258,club	dance	gym	night	party	running	summer	work,383528,2
7433837,club	dance	happy	night	party	running	summer,310264,3
66544609,car	chill	club	dance	gym	happy	night	party	relax	summer	work,3558071,1
7705895,car	chill	club	dance	gym	happy	night	party	running	sad	summer	work,1020109,0
79363297,chill	club	night	relax	sad	sleep	summer,1424821,1
75692418,car	chill	club	dance	gym	party	running	summer	work,1052497,1
78357790,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,2005781,3
585777,chill	club	night	party	relax	summer	work,1910,0
508551482,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,5570740,1
3165085,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,185473,3
91635054,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,367387,3
930043,club	dance	night	party,200983,1
739619,club	dance	happy	party,2881,3
61542462,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,228,0
3834127,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,641,2
2292369,car	chill	club	gym	happy	night	party	relax	running	sad	sleep	summer	work,9024,2
480868762,chill	club	gym	party	summer,4045965,1
74297792,chill	club	dance	gym	night	party	running	summer	work	workout,404049,0
131794058,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,5139444,3
94496046,club	dance	party	work,7213974,2
515213472,car	chill	club	dance	gym	night	party	summer	work	workout,810507,2
16161815,club	dance	gym	happy	party	running	workout,542,1
93554314,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,211373,1
463767982,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,567442,0
6100527,club	dance	gym	party,10620,0
88362131,car	chill	club	dance	gym	night	party	sleep	summer	work	workout,196045,3
38250081,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,9985,3
84868371,club	dance	night	party,4929,3
38892081,club	dance,14369,3
629760782,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4103408,3
416053412,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,73018,2
380620301,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,193875,3
84908529,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,1191410,2
128658495,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,343656,1
134523750,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,1327,2
119967544,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,9928732,0
2447524,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,105,2
80722286,chill	club	dance	happy	night	party	relax	running	summer,11175,0
613961582,chill	club	dance	party	summer,168126,2
2229884,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,477,3
75980555,car	club	dance	gym	party	running	summer	work	workout,525643,0
16099863,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,193875,3
77374885,club	dance	party	summer,1324207,2
16674940,chill	club	dance	party,824351,0
130855762,chill	club	dance	running	summer	work,174348,2
139936915,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4962010,0
2183622,club	dance,33,3
62956817,club	dance	party,3218951,1
102551614,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,278529,2
583775612,chill	club	dance	gym	night	party	running	summer	workout,14740207,2
10066488,club	dance	night,1195741,3
71328630,car	chill	club	dance	gym	happy	night	party	running	summer	work,88,1
105143542,car	chill	club	dance	gym	night	party	running	summer	work	workout,1631262,3
69242646,car	chill	club	dance	happy	night	party	relax	running	sleep	summer,6916,0
86726731,car	chill	club	dance	gym	party	work	workout,6748135,2
396106082,club	dance	party	running	summer,2877311,0
72548404,club	dance	party,1428228,3
93450010,chill	club	dance	gym	night	party	running	summer	work	workout,293585,1
76228605,club	dance	gym	party	summer,406688,3
106257266,car	chill	club	dance	gym	night	party	relax	running	summer	work	workout,351586,1
377447721,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,5542343,0
1137234,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,409,2
128878480,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,5264551,0
2264728,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,1020109,0
511424752,car	chill	club	dance	gym	party	running	summer	workout,7988922,0
494365542,car	chill	club	dance	gym	happy	night	party	running	sad	summer	work	workout,5942214,0
111403718,car	chill	club	dance	gym	party	summer	work	workout,2005121,2
13275694,club	dance	gym	party	running	summer	workout,542,1
552410,club	dance	gym	happy	night	party	running	work,6243,3
3135720,club	dance	happy	party	running,1029,0
400786852,car	club,5790100,3
5896949,car	chill	club	dance	gym	party	running	work	workout,382477,2
3075943,club	dance	gym	night	party	running	summer	work	workout,8737,1
94780984,chill	club	dance	gym	night	party	relax	running	summer	workout,5283399,0
87662803,club	dance	gym	party,5812904,0
13275697,car	chill	club	dance	gym	party	running,175997,3
422190772,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4429712,1
99029032,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,6377,0
1030325,club	dance	gym	party	running	work,82,0
106402120,car	chill	club	dance	gym	party,773,3
4631883,club	dance	gym	happy	night	party	running	summer,5686,2
511594332,car	club	dance	gym	night	party	running	summer,3729,2
486316252,car	chill	club	dance	gym	night	party	running	summer	work	workout,131668,1
72127854,club	dance	gym	party,434,1
3107368,car	chill	club	dance	happy	night	party	running	summer	work	workout,9009,0
100334230,club	dance,5356275,3
90119653,chill	club	dance	gym	night	party	summer,253807,3
94272898,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,7140441,0
105970322,chill	club	dance	happy	night	party	relax	running	summer,5203250,3
67780209,car	club	dance	gym	party	running	summer	work,282118,3
422130572,club,388973,1
461127122,club	dance	party,1367313,3
62777544,car	club	dance	gym	happy	night	party	running	summer	work	workout,12243,3
102170860,car	chill	club	dance	gym	party	running	summer	work	workout,4907422,3
132950108,car	chill	club	dance	night	party	summer,13501,2
99976954,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,647650,0
97342714,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,1188,1
86116271,chill	club	dance	gym	happy	night	party	running	summer	workout,2677461,0
78690113,club	dance	gym,4028376,0
425600022,car	club	dance	gym	night	party	running	work,1825,3
371106281,club	dance,2683381,1
561862682,club	dance,1631262,3
73982869,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,1000956,1
1574131,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,163,1
390071071,car	chill	club	dance	gym	happy	party	relax	running	sleep	summer	work	workout,5696423,2
105064722,car	chill	club	dance	gym	night	party	relax	running	sleep	summer	work	workout,246791,1
62224968,club	party,165930,2
64760982,car	chill	club	dance	gym	night	party	running	summer	work	workout,5617,1
631752282,club	dance,7459270,0
100421358,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,1538640,3
83059222,car	club	dance	gym	party	running	summer	workout,490454,0
85793223,chill	club	dance	party	summer,204299,0
412041692,chill	club	dance	gym	party	running	summer	work	workout,4777520,0
107744166,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,7004075,0
136131702,chill	club	dance	party	workout,277102,2
117797212,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,1362735,3
80870186,chill	club	dance	happy	party	relax	running	summer,3559721,2
7556379,car	club	dance	gym	party	running	summer,61997,0
906572,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,75332,2
72503615,club	dance	party,4665603,1
91072281,club	dance	gym,102200,0
65335090,club	dance	party,262271,2
79875064,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,384236,1
2738343,club	dance,542,1
4288311,chill	club	dance	happy	night	party	work	workout,11234,2
87195367,club	party,4348800,1
1059093,car	chill	club	dance	gym	happy	night	party	running	summer	workout,999,0
662355,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,269,2
82741410,club	dance	party	summer,92773,3
145501424,car	chill	club	dance	party	summer,340513,2
11234005,chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,407188,2
90354615,car	chill	club	dance	gym	party	running	summer	work,395965,2
14068707,club	dance	gym	night	party,254803,1
84883103,club	dance	party,1431913,3
3119062,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work,2975,0
7868872,club	dance	night	party	running	summer,157,0
90817857,car	chill	club	dance	gym	night	party	relax	running	sleep	summer	work	workout,4999707,0
63094580,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,1518490,1
534580902,chill	club	dance	gym	happy	party	relax	running	summer	workout,13707953,3
83839512,chill	club	dance	happy	night	party	running	summer,131705,3
6519857,club	dance	happy	night	party,10532,3
70662171,club	dance	gym	work,724,3
61572145,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,1584502,3
3155135,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,3350,0
7270142,club	dance	night	party,124,1
1181533,club	dance	gym	night	party	running	summer,74998,2
130851526,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work,2489131,2
14930115,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,304545,2
522858982,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,200927,1
135631068,chill	club	dance	gym	night	party	running	summer	work	workout,404049,0
423097602,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4968870,0
897109,car	club	dance	gym	happy	night	party	relax	running	summer	work	workout,160,0
979139,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,15732,2
381222111,chill	club	dance	gym	party	summer,1620055,0
402825742,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,68,1
60063641,club	dance	night	party,215091,1
61112736,chill	club	dance	gym	happy	party	relax	summer	workout,2831401,0
78046108,club	dance	gym	happy	party	relax	running	summer,5835993,3
526541252,club	summer,1600816,0
92831038,club	dance,4779457,1
76278111,car	chill	club	dance	gym	happy	night	party	running	summer,1003100,3
7442363,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,3134,2
422130512,club,388973,1
832666,car	chill	club	dance	gym	party	running	work	workout,6646,2
3765177,club	dance	happy	night	party	running	summer,161947,3
485217332,car	chill	club	dance	gym	happy	night	party	running	sad	summer	work	workout,810507,2
33993911,car	chill	club	dance	gym	happy	night	party	running	work	workout,541764,0
417195042,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,171998,0
72686003,chill	club	dance	gym	night	party	summer,6428,1
727172,chill	club	dance	gym	happy	night	party	relax	running	summer,8514,3
124138264,car	chill	club	dance	gym	happy	night	party	relax	running	summer	workout,320253,2
94609844,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,7343,2
137307642,car	chill	club	dance	gym	party	relax	running	summer	work	workout,5967050,1
4764905,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,280627,3
12270393,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,776,0
132201196,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,4495513,1
639437732,chill	club	dance	party	summer,9856534,1
95381288,club	dance,493,1
70506861,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,249599,0
66644179,car	club	dance	happy	night	party	running	summer	work	workout,10226,3
952870,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,461,3
507843602,car	chill	club	dance	happy	night	party	running	summer,12125606,3
92871290,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,5575762,2
6177415,car	chill	club	dance	gym	happy	night	party	relax	running	sleep	summer	work	workout,2598,2
5975401,car	chill	club	dance	gym	happy	night	party	relax	running	summer,7936,2
10101748,car	chill	club	dance	gym	night	party	relax	running	sad	sleep	summer,102,2
1090084,chill	club	dance	happy	night	party	running	summer	workout,656,3
3528163,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work,210851,0
103119224,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,4101336,3
128548737,car	chill	club	dance	gym	party	relax	running	summer,337770,3
4585482,chill	club	dance	gym	happy	night	party	running	summer	work	workout,12243,3
579892872,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,416239,2
4234480,club	dance	night	party	summer,281306,2
131218564,car	chill	club	dance	gym	happy	night	party	running	summer	work	workout,76,0
3016968,car	chill	club	dance	night	party	relax	running	sad	summer	work,1009,0
76228180,car	club	dance	party	running	summer	workout,4886703,0
46138391,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,1517560,0
94568636,car	club	dance	gym	party	running	summer	work,4052518,2
3099820,car	chill	club	dance	gym	happy	night	party	running	summer,3557,2
7812632,club	dance	gym	party	running	work	workout,2619,1
139470657,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,384236,1
9434374,club	dance	party,9576,2
103671810,car	chill	club	dance	gym	happy	night	party	running	sad	sleep	summer	work	workout,5245171,1
108692368,car	chill	club	dance	gym	party	running	summer	work	workout,563707,2
133165912,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	workout,13011,0
365456,club	dance	gym	happy	party	running	summer	work	workout,13922,2
63589534,chill	club	dance	gym	party	relax	running	summer,275306,3
2994499,club	dance,89832,3
105353318,club	dance	party,1016,0
958109,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,569,2
67121419,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,252475,3
86975007,car	club	dance	gym	party	running	work	workout,2075241,0
403064182,chill	club	dance	gym	night	party	running	summer	work	workout,404049,0
629328,car	chill	club	dance	gym	night	party	running	summer	work	workout,185,3
143154464,club	dance	gym	happy	night	party	running	summer	work	workout,12023,0
130034092,club	dance	gym	summer,5305397,0
4585472,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,15507,3
23632811,club	dance,4222,1
73921144,club	dance	party,5445686,0
74452096,club	dance	gym	night	party	running,5045210,1
65493083,car	chill	club	dance	gym	night	party	work	workout,4490875,0
501726042,club	dance,1275175,3
124603460,car	chill	club	dance	gym	happy	night	party	running	sad	summer	work	workout,1181430,2
7928588,car	chill	club	dance	gym	happy	night	party	relax	running	summer	work	workout,11703,0
493156132,car	chill	club	dance	gym	happy	night	party	running	sleep	summer	work	workout,13918541,0
72306650,car	club	dance	gym	party	running	work	workout,75491,0
86039919,car	chill	club	dance	gym	happy	night	party	running	summer	work,6699269,3
916496,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,1861,2
2176856,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,9052,3
125651228,club	summer,92773,3
138121863,club	dance	gym	party	workout,5306539,2
645583792,car	chill	club	dance	gym	happy	night	party	relax	running	sad	sleep	summer	work	workout,614223,2
136537310,club	dance,1200692,0
3002365,club	dance,130940,3
863070,car	chill	club	dance	gym	party	summer	work	workout,626072,2
75340219,club	dance	gym	night	party	summer,404049,0
35761251,club	dance	night	party	work,1433654,1
3002366,club	dance,191719,3
549967572,car	chill	club	dance	gym	happy	night	party	relax	running	sad	summer	work	workout,8706544,1
